tanggal,judul,link
2020-10-11,[SALAH] Objek Wisata Pangandaran akan Ditutup,https://covid19.go.id/p/hoax-buster/salah-objek-wisata-pangandaran-akan-ditutup
2020-10-10,"[SALAH] “Mereka yang Turun ke Jalanan Hari Ini Jika Besok Mereka Masih Hidup dan Sehat, Artinya Perihal Corona Hanya Politik & Bisnis Semata”",https://covid19.go.id/p/hoax-buster/salah-mereka-yang-turun-ke-jalanan-hari-ini-jika-besok-mereka-masih-hidup-dan-sehat-artinya-perihal-corona-hanya-politik-bisnis-semata
2020-10-09,[SALAH] Menghirup Uap Panci Presto Dapat Mengobati COVID-19,https://covid19.go.id/p/hoax-buster/salah-menghirup-uap-panci-presto-dapat-mengobati-covid-19
2020-10-09,"[SALAH] “Info valid dari org dlm Istana: LBP siap2 utk melarikan diri ke luar negeri, kemungkinan ke Cina”",https://covid19.go.id/p/hoax-buster/salah-info-valid-dari-org-dlm-istana-lbp-siap2-utk-melarikan-diri-ke-luar-negeri-kemungkinan-ke-cina
2020-10-09,[SALAH] Akun Instagram Birds & Bees (@birdsnbeessbaby),https://covid19.go.id/p/hoax-buster/salah-akun-instagram-birds-bees-birdsnbeessbaby
2020-10-08,[SALAH] “Buat Para KADRUN Cukup Kalian Jaga Mulut Bagi Kami Adalah Bantuan”,https://covid19.go.id/p/hoax-buster/salah-buat-para-kadrun-cukup-kalian-jaga-mulut-bagi-kami-adalah-bantuan
2020-10-08,[SALAH] “Cie ga pake masker cie berdekatan cie lupa ada corona cie selfi bareng”,https://covid19.go.id/p/hoax-buster/salah-cie-ga-pake-masker-cie-berdekatan-cie-lupa-ada-corona-cie-selfi-bareng
2020-10-07,[SALAH] “Corona itu adanya di China bukan di sini. Di sini Cuma di ada adakan”,https://covid19.go.id/p/hoax-buster/salah-corona-itu-adanya-di-china-bukan-di-sini-di-sini-cuma-di-ada-adakan
2020-10-07,[SALAH] Biden Terpapar COVID-19 dan Batuk Terus-Menerus Saat Kampanye,https://covid19.go.id/p/hoax-buster/salah-biden-terpapar-covid-19-dan-batuk-terus-menerus-saat-kampanye
2020-10-06,"[SALAH] “BERSEPEDA PAKAI MASKER, MAKAN KORBAN JIWA DI DENPASAR”",https://covid19.go.id/p/hoax-buster/salah-bersepeda-pakai-masker-makan-korban-jiwa-di-denpasar
2020-10-05,[SALAH] Anies Baswedan Terpapar COVID-19 dan Dilarikan ke RS Royal Sunter,https://covid19.go.id/p/hoax-buster/salah-anies-baswedan-terpapar-covid-19-dan-dilarikan-ke-rs-royal-sunter
2020-10-04,[SALAH] Surat Edaran MUI tentang Rapid Test bagi Para Tokoh Agama Islam,https://covid19.go.id/p/hoax-buster/salah-surat-edaran-mui-tentang-rapid-test-bagi-para-tokoh-agama-islam
2020-10-04,[SALAH] Tim Kampanye Donald Trump Galang Dana Untuk Kesembuhan Trump,https://covid19.go.id/p/hoax-buster/salah-tim-kampanye-donald-trump-galang-dana-untuk-kesembuhan-trump
2020-10-04,"[SALAH] “Positif Corona, Kondisi Donald Trump Kritis dalam 24 Jam Terakhir. Kok sama kayak di film The Simpson”",https://covid19.go.id/p/hoax-buster/salah-positif-corona-kondisi-donald-trump-kritis-dalam-24-jam-terakhir-kok-sama-kayak-di-film-simpson
2020-10-03,"[SALAH] “PSBB di Kota Medan dilaksanakan selama 14 hari, mulai 3 hingga 17 Oktober 2020”",https://covid19.go.id/p/hoax-buster/salah-psbb-di-kota-medan-dilaksanakan-selama-14-hari-mulai-3-hingga-17-oktober-2020
2020-10-03,"[SALAH] “Emil Saat Diambil Darah untuk Uji Vaksin China, tutup jarumnya belum di buka”",https://covid19.go.id/p/hoax-buster/salah-emil-saat-diambil-darah-untuk-uji-vaksin-china-tutup-jarumnya-belum-di-buka
2020-10-02,[SALAH] “Anies Borong Celana Dalam Cewek”,https://covid19.go.id/p/hoax-buster/salah-anies-borong-celana-dalam-cewek
2020-10-02,"[SALAH] “Peneliti, analis laboratorium, tidak ada yang terkena corona, perawat sedikit menjadi korban”",https://covid19.go.id/p/hoax-buster/salah-peneliti-analis-laboratorium-tidak-ada-yang-terkena-corona-perawat-sedikit-menjadi-korban
2020-10-02,[SALAH] Arahan Kapolres Simalungun Meniadakan Perizinan Administrasi Pesta/Hiburan,https://covid19.go.id/p/hoax-buster/salah-arahan-kapolres-simalungun-meniadakan-perizinan-administrasi-pestahiburan
2020-10-02,[SALAH] “razia yang pakai masker scuba kena swab dan denda”,https://covid19.go.id/p/hoax-buster/salah-razia-yang-pakai-masker-scuba-kena-swab-dan-denda
2020-10-01,[SALAH] PT Telkom Indonesia Berikan 100GB Data Internet Untuk Pengguna,https://covid19.go.id/p/hoax-buster/salah-pt-telkom-indonesia-berikan-100gb-data-internet-untuk-pengguna
2020-10-01,[SALAH] “Cina mentargetkan 100 jt penduduk indonesia mati melalui vaksin cina”,https://covid19.go.id/p/hoax-buster/salah-cina-mentargetkan-100-jt-penduduk-indonesia-mati-melalui-vaksin-cina
2020-10-01,[SALAH] “menghilangkan virus adalah mengkonsumsi lebih banyak makanan dan minuman alkali diatas tingkat keasaman virus”,https://covid19.go.id/p/hoax-buster/salah-menghilangkan-virus-adalah-mengkonsumsi-lebih-banyak-makanan-dan-minuman-alkali-diatas-tingkat-keasaman-virus
2020-09-29,"[SALAH] “Perpanjang PSBB Ketat, Elektabilitas Anies Makin Anjlok Gabener Andalan Kadrun Mangkin Ngawur Aja”",https://covid19.go.id/p/hoax-buster/salah-perpanjang-psbb-ketat-elektabilitas-anies-makin-anjlok-gabener-andalan-kadrun-mangkin-ngawur-aja
2020-09-28,[SALAH] Dua Orang Pria Meninggal Dunia Akibat Kekerasan Polisi Saat Aksi Protes Anti-Vaksin dan Anti-Masker di London,https://covid19.go.id/p/hoax-buster/salah-dua-orang-pria-meninggal-dunia-akibat-kekerasan-polisi-saat-aksi-protes-anti-vaksin-dan-anti-masker-di-london
2020-09-28,[SALAH] “Pembuatan group WhatsApp ‘INFO WILAYAH PENULARAN COVID-19’ dan pembagian VAKSIN”,https://covid19.go.id/p/hoax-buster/salah-pembuatan-group-whatsapp-info-wilayah-penularan-covid-19-dan-pembagian-vaksin
2020-09-28,[SALAH] Artikel Detik.com “Trans Studio Bandung Tutup Mulai Hari ini Untuk Cegah Penyebaran Virus Corona di Bandung”,https://covid19.go.id/p/hoax-buster/salah-artikel-detikcom-trans-studio-bandung-tutup-mulai-hari-ini-untuk-cegah-penyebaran-virus-corona-di-bandung
2020-09-28,[SALAH] “Arief Puyouno: Saya Yakin Dana Penanggulangan Covid-19 di DKI Banyak Penyimpangan Karena Gabenernya Adalah Kaki Tangan Kadrun Gila”,https://covid19.go.id/p/hoax-buster/salah-arief-puyouno-saya-yakin-dana-penanggulangan-covid-19-di-dki-banyak-penyimpangan-karena-gabenernya-adalah-kaki-tangan-kadrun-gila
2020-09-27,"[SALAH] “PILKADA JANGAN DITUNDA, PILPRES TUNDA 7 TAHUN LAGI”",https://covid19.go.id/p/hoax-buster/salah-pilkada-jangan-ditunda-pilpres-tunda-7-tahun-lagi
2020-09-26,[SALAH] Pedangdut Elvy Sukaesih Meninggal Dunia,https://covid19.go.id/p/hoax-buster/salah-pedangdut-elvy-sukaesih-meninggal-dunia
2020-09-26,[SALAH] “Jokowi Takut Datang ke Sidang PBB karena Pasukan Sniper Sudah Menunggu”,https://covid19.go.id/p/hoax-buster/salah-jokowi-takut-datang-ke-sidang-pbb-karena-pasukan-sniper-sudah-menunggu
2020-09-26,[SALAH] Foto Penangkapan Direktur National Institute for Allergy and Infectious Diseases (NIAID),https://covid19.go.id/p/hoax-buster/salah-foto-penangkapan-direktur-national-institute-allergy-and-infectious-diseases-niaid
2020-09-25,[SALAH] Video “JENAZAH DI PERLAKUKAN SEPERTI MENGUBURKAN BINATANG”,https://covid19.go.id/p/hoax-buster/salah-video-jenazah-di-perlakukan-seperti-menguburkan-binatang
2020-09-25,[SALAH] Sultan HB X Sebut Positif-Negatif Covid-19 Sama Saja Karena Semua Orang Pasti Meninggal,https://covid19.go.id/p/hoax-buster/salah-sultan-hb-x-sebut-positif-negatif-covid-19-sama-saja-karena-semua-orang-pasti-meninggal
2020-09-24,"[SALAH] Adidas Tawarkan 3100 Sepatu Gratis, T-shirt, dan Masker sebagai Perayaan Hari Jadi Adidas",https://covid19.go.id/p/hoax-buster/salah-adidas-tawarkan-3100-sepatu-gratis-t-shirt-dan-masker-sebagai-perayaan-hari-jadi-adidas
2020-09-23,[SALAH] Foto “Anies Baswedan Masuk Peti Mati”,https://covid19.go.id/p/hoax-buster/salah-foto-anies-baswedan-masuk-peti-mati
2020-09-23,"[SALAH] “Breaking News! Pilkada Serentak Ditunda, Kecuali Solo dan Medan”",https://covid19.go.id/p/hoax-buster/salah-breaking-news-pilkada-serentak-ditunda-kecuali-solo-dan-medan
2020-09-23,[SALAH] Akun Facebook Bupati Bekasi Meminta Sumbangan Dana Covid-19,https://covid19.go.id/p/hoax-buster/salah-akun-facebook-bupati-bekasi-meminta-sumbangan-dana-covid-19
2020-09-23,[SALAH] Kunyah Daun Sirih Untuk Mengatasi Covid-19,https://covid19.go.id/p/hoax-buster/salah-kunyah-daun-sirih-untuk-mengatasi-covid-19
2020-09-23,[SALAH] SPK Tender Pengadaan Barang di Masa Pandemi oleh BPPBJ,https://covid19.go.id/p/hoax-buster/salah-spk-tender-pengadaan-barang-di-masa-pandemi-oleh-bppbj
2020-09-23,[SALAH] “Daun Mimba Dapat Menyembuhkan Covid-19”,https://covid19.go.id/p/hoax-buster/salah-daun-mimba-dapat-menyembuhkan-covid-19
2020-09-22,[SALAH] Razia Masker Non Medis dengan Denda Rp30 Ribu di Bundaran SMP 5 Malang,https://covid19.go.id/p/hoax-buster/salah-razia-masker-non-medis-dengan-denda-rp30-ribu-di-bundaran-smp-5-malang
2020-09-21,[SALAH] “Minum Kopi 3 x Sehari untuk menangkal Covid-19”,https://covid19.go.id/p/hoax-buster/salah-minum-kopi-3-x-sehari-untuk-menangkal-covid-19
2020-09-20,[SALAH] Pelarangan Masker Scuba Politik Perusahaan,https://covid19.go.id/p/hoax-buster/salah-pelarangan-masker-scuba-politik-perusahaan
2020-09-20,[SALAH] Tuturial Mendapat Kuota Gratis 20GB dari Program Covid-19,https://covid19.go.id/p/hoax-buster/salah-tuturial-mendapat-kuota-gratis-20gb-dari-program-covid-19
2020-09-19,[SALAH] Pernyataan Teddy Gusnaidi Sebut Anies Baswedan Bodoh dan Dungu,https://covid19.go.id/p/hoax-buster/salah-pernyataan-teddy-gusnaidi-sebut-anies-baswedan-bodoh-dan-dungu
2020-09-19,"[SALAH] “Ketika di vaksin, microchip yg sangat kecil dipasang tanpa terasa, New Dajjal siap membunuh 7.5 milyard manusia”",https://covid19.go.id/p/hoax-buster/salah-ketika-di-vaksin-microchip-yg-sangat-kecil-dipasang-tanpa-terasa-new-dajjal-siap-membunuh-75-milyard-manusia
2020-09-19,[SALAH] Gambar “KORLAP: FPI Jika Gubernur butuh Bantuan KAMI KAMI akan kerahkan LASKAR Untuk mengusir & menangkap CORONA”,https://covid19.go.id/p/hoax-buster/salah-gambar-korlap-fpi-jika-gubernur-butuh-bantuan-kami-kami-akan-kerahkan-laskar-untuk-mengusir-menangkap-corona
2020-09-18,[SALAH] 200 Mayat Korban Covid-19 Sekali Kubur di Italia,https://covid19.go.id/p/hoax-buster/salah-200-mayat-korban-covid-19-sekali-kubur-di-italia
2020-09-18,[SALAH] Foto Peta Persebaran COVID-19 di Jakarta Berwarna Merah dan Hitam,https://covid19.go.id/p/hoax-buster/salah-foto-peta-persebaran-covid-19-di-jakarta-berwarna-merah-dan-hitam
2020-09-18,[SALAH] Sejumlah Negara Membeli Produk Alat Test COVID-19 pada Tahun 2017-2018,https://covid19.go.id/p/hoax-buster/salah-sejumlah-negara-membeli-produk-alat-test-covid-19-pada-tahun-2017-2018
2020-09-17,"[SALAH] “Ini ada ratusan nyawa dokter yang sudah menjadi korban, Pak Menkes bilang jangan dibesar-besarkan”",https://covid19.go.id/p/hoax-buster/salah-ini-ada-ratusan-nyawa-dokter-yang-sudah-menjadi-korban-pak-menkes-bilang-jangan-dibesar-besarkan
2020-09-16,[SALAH] Polisi di Sumba Timur Bawa Rotan untuk Tertibkan Warga,https://covid19.go.id/p/hoax-buster/salah-polisi-di-sumba-timur-bawa-rotan-untuk-tertibkan-warga
2020-09-16,"[SALAH] Tak Patuhi PSBB, Warga Cilegon akan di Denda",https://covid19.go.id/p/hoax-buster/salah-tak-patuhi-psbb-warga-cilegon-akan-di-denda
2020-09-15,"[SALAH] Selama Covid19 Ada, Tidak ada Orang Gila Yang Kena Covid19",https://covid19.go.id/p/hoax-buster/salah-selama-covid19-ada-tidak-ada-orang-gila-yang-kena-covid19
2020-09-14,[SALAH] “Anies dapat instruksi dari ‘KAMI’ agar lakukan PSBB total beberapa bulan”,https://covid19.go.id/p/hoax-buster/salah-anies-dapat-instruksi-dari-kami-agar-lakukan-psbb-total-beberapa-bulan
2020-09-14,[SALAH] Pembagian Masker Gratis Dicampur Bius,https://covid19.go.id/p/hoax-buster/salah-pembagian-masker-gratis-dicampur-bius
2020-09-14,[SALAH] Foto “ANIES DAPAT PIALA JUARA SATU DALAM CORONA”,https://covid19.go.id/p/hoax-buster/salah-foto-anies-dapat-piala-juara-satu-dalam-corona
2020-09-14,[SALAH] Video Teknik Menahan Napas Untuk Deteksi Covid-19,https://covid19.go.id/p/hoax-buster/salah-video-teknik-menahan-napas-untuk-deteksi-covid-19
2020-09-13,"[SALAH] “Sejumlah Negara Tak Izinkan WNI Datang, Wamenlu: RI Juga Larang WNA Masuk Saat Corona, kecuali TKA China”",https://covid19.go.id/p/hoax-buster/salah-sejumlah-negara-tak-izinkan-wni-datang-wamenlu-ri-juga-larang-wna-masuk-saat-corona-kecuali-tka-china
2020-09-12,[SALAH] Anies Baswedan Mengendarai Mobil Peti Mati,https://covid19.go.id/p/hoax-buster/salah-anies-baswedan-mengendarai-mobil-peti-mati
2020-09-12,[SALAH] Rumah DP 0% DKI Jakarta dengan Foto Peti Mati,https://covid19.go.id/p/hoax-buster/salah-rumah-dp-0-dki-jakarta-dengan-foto-peti-mati
2020-09-11,[SALAH] “RS wisma atlet lampu Kamar menyala semua Petanda Fuul pasien Corona”,https://covid19.go.id/p/hoax-buster/salah-rs-wisma-atlet-lampu-kamar-menyala-semua-petanda-fuul-pasien-corona
2020-09-10,[SALAH] Foto Gubernur Anies Memegang Piagam Bertuliskan “PENGHARGAAN Provinsi Jumlah Covid 19 Tertinggi”,https://covid19.go.id/p/hoax-buster/salah-foto-gubernur-anies-memegang-piagam-bertuliskan-penghargaan-provinsi-jumlah-covid-19-tertinggi
2020-09-09,[SALAH] Bandung Kota Zona Hitam Corona,https://covid19.go.id/p/hoax-buster/salah-bandung-kota-zona-hitam-corona
2020-09-07,[SALAH] Alat Thermo Gun dapat Merusak Kelenjar Pineal,https://covid19.go.id/p/hoax-buster/salah-alat-thermo-gun-dapat-merusak-kelenjar-pineal
2020-09-07,"[SALAH] “Ganjil Genap di Jakarta ditiadakan mulai Senin, 7 September 2020”",https://covid19.go.id/p/hoax-buster/salah-ganjil-genap-di-jakarta-ditiadakan-mulai-senin-7-september-2020
2020-09-06,[SALAH] Video Demonstrasi Anti Lockdown di London,https://covid19.go.id/p/hoax-buster/salah-video-demonstrasi-anti-lockdown-di-london
2020-09-06,[SALAH] Artikel berjudul “Gli Italiani Chiamano Anies Baswedan Troppo Stupido Come Il Governatore di Jakarta”,https://covid19.go.id/p/hoax-buster/salah-artikel-berjudul-gli-italiani-chiamano-anies-baswedan-troppo-stupido-come-il-governatore-di-jakarta
2020-09-06,[SALAH] Covid-19 Singkatan dari Certificate of Vaccination Identification with Artificial Intelligence,https://covid19.go.id/p/hoax-buster/salah-covid-19-singkatan-dari-certificate-vaccination-identification-artificial-intelligence
2020-09-05,[SALAH] Pesan Berantai “Salah Satu Cara Untuk Menangkis Virus Covid-19 Dengan Air Garam dan Air Hangat”,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-salah-satu-cara-untuk-menangkis-virus-covid-19-dengan-air-garam-dan-air-hangat
2020-09-04,"[SALAH] Campuran Air Kelapa Muda, Jeruk Nipis, dan Garam Dapat Mematikan Virus Corona",https://covid19.go.id/p/hoax-buster/salah-campuran-air-kelapa-muda-jeruk-nipis-dan-garam-dapat-mematikan-virus-corona
2020-09-04,[SALAH] Pesan Singkat Rektor Unsoed soal Dana untuk Mahasiswa,https://covid19.go.id/p/hoax-buster/salah-pesan-singkat-rektor-unsoed-soal-dana-untuk-mahasiswa
2020-09-04,"[SALAH] “Cilandak Barat, Jakarta Selatan sudah dideklarasikan sebagai sebuah klaster zona merah baru”",https://covid19.go.id/p/hoax-buster/salah-cilandak-barat-jakarta-selatan-sudah-dideklarasikan-sebagai-sebuah-klaster-zona-merah-baru
2020-09-04,[SALAH] Pesan WhatsApp Soal Razia Keliling di Pekalongan,https://covid19.go.id/p/hoax-buster/salah-pesan-whatsapp-soal-razia-keliling-di-pekalongan
2020-09-03,[SALAH] “Samsung ingin membantu siswa yang membutuhkan ponsel untuk belajar karena pandemi Covid19”,https://covid19.go.id/p/hoax-buster/salah-samsung-ingin-membantu-siswa-yang-membutuhkan-ponsel-untuk-belajar-karena-pandemi-covid19
2020-09-02,[SALAH] Perdana Menteri Jepang Mundur Karena Terkait Virus Corona,https://covid19.go.id/p/hoax-buster/salah-perdana-menteri-jepang-mundur-karena-terkait-virus-corona
2020-09-02,[SALAH] Film Asal Korea Prediksi COVID-19,https://covid19.go.id/p/hoax-buster/salah-film-asal-korea-prediksi-covid-19
2020-09-01,[SALAH] Ivermectin Obat Covid-19,https://covid19.go.id/p/hoax-buster/salah-ivermectin-obat-covid-19
2020-09-01,"[SALAH] “Ketika rakyat muak dan jijik, tak ada lagi yang minta salaman dan selfie dengan Presiden Jokowi Widodo”",https://covid19.go.id/p/hoax-buster/salah-ketika-rakyat-muak-dan-jijik-tak-ada-lagi-yang-minta-salaman-dan-selfie-dengan-presiden-jokowi-widodo
2020-08-31,[SALAH] Masker dapat Menyebabkan Infeksi Staph,https://covid19.go.id/p/hoax-buster/salah-masker-dapat-menyebabkan-infeksi-staph
2020-08-31,[SALAH] Razia Masker Serentak Dengan Denda Rp250.000 di Wilayah Kabupaten dan Kota Bandung,https://covid19.go.id/p/hoax-buster/salah-razia-masker-serentak-dengan-denda-rp250000-di-wilayah-kabupaten-dan-kota-bandung
2020-08-31,[SALAH] Bantuan Covid-19 oleh BRI Melalui BRIVA,https://covid19.go.id/p/hoax-buster/salah-bantuan-covid-19-oleh-bri-melalui-briva
2020-08-30,[SALAH] Vaksin Covid Sebabkan Mandul,https://covid19.go.id/p/hoax-buster/salah-vaksin-covid-sebabkan-mandul
2020-08-30,[SALAH] Dokumen WHO Tidak Menganjurkan untuk Memakai Masker Selama Pandemi COVID-19,https://covid19.go.id/p/hoax-buster/salah-dokumen-who-tidak-menganjurkan-untuk-memakai-masker-selama-pandemi-covid-19
2020-08-29,[SALAH] Hukuman Masuk Peti Mati Karena Tidak Pakai Masker,https://covid19.go.id/p/hoax-buster/salah-hukuman-masuk-peti-mati-karena-tidak-pakai-masker
2020-08-25,[SALAH] Korlap FPI Sebut Imam Besar Kami Punya Penangkal Virus Corona,https://covid19.go.id/p/hoax-buster/salah-korlap-fpi-sebut-imam-besar-kami-punya-penangkal-virus-corona
2020-08-23,[SALAH] Mengonsumsi Telur Rebus Saat Tengah Malam dapat Menangkal COVID-19,https://covid19.go.id/p/hoax-buster/salah-mengonsumsi-telur-rebus-saat-tengah-malam-dapat-menangkal-covid-19
2020-08-20,[SALAH] Putri Vladimir Putin Meninggal Setelah Dosis Kedua Vaksin COVID,https://covid19.go.id/p/hoax-buster/salah-putri-vladimir-putin-meninggal-setelah-dosis-kedua-vaksin-covid
2020-08-18,[SALAH] “Tangkapan Layar Pengakuan Relawan Suntik Vaksin Covid-19 yang Menyebut Lupa Punya Hutang tapi Plonga-Plongo”,https://covid19.go.id/p/hoax-buster/salah-tangkapan-layar-pengakuan-relawan-suntik-vaksin-covid-19-yang-menyebut-lupa-punya-hutang-tapi-plonga-plongo
2020-08-17,[SALAH] Pemakaian Masker Menyebabkan Penyakit Legionnaires,https://covid19.go.id/p/hoax-buster/salah-pemakaian-masker-menyebabkan-penyakit-legionnaires
2020-08-17,[SALAH] Video “Kembang api Olimpiade ditampilkan pada saat ini karena Olimpiade Tokyo ditunda karena covid-19”,https://covid19.go.id/p/hoax-buster/salah-video-kembang-api-olimpiade-ditampilkan-pada-saat-ini-karena-olimpiade-tokyo-ditunda-karena-covid-19
2020-08-16,[SALAH] Video Rusia Jadi Pemenang Pembuatan Vaksin C19,https://covid19.go.id/p/hoax-buster/salah-video-rusia-jadi-pemenang-pembuatan-vaksin-c19
2020-08-16,"[SALAH] “Adeku di tilang di toko Samarinda Central Plaza, bayar 250k gara2 masker di dagu”",https://covid19.go.id/p/hoax-buster/salah-adeku-di-tilang-di-toko-samarinda-central-plaza-bayar-250k-gara2-masker-di-dagu
2020-08-16,"[SALAH] Air Kelapa Muda, Jeruk Nipis, dan Garam Obat Covid-19",https://covid19.go.id/p/hoax-buster/salah-air-kelapa-muda-jeruk-nipis-dan-garam-obat-covid-19
2020-08-16,[SALAH] BIN Tetapkan Jakarta Zona Hitam,https://covid19.go.id/p/hoax-buster/salah-bin-tetapkan-jakarta-zona-hitam
2020-08-15,"[SALAH] Foto “Putri Presiden Rusia Vladimir Putin, Orang Pertama yang Sudah Divaksin Dengan Vaksin Tim Kedokteran Rusia”",https://covid19.go.id/p/hoax-buster/salah-foto-putri-presiden-rusia-vladimir-putin-orang-pertama-yang-sudah-divaksin-dengan-vaksin-tim-kedokteran-rusia
2020-08-15,[SALAH] “Ka.Camat se DKI Jakarta menghimbau untuk menunda setiap rencana kegiatan yg mengumpulnya massa”,https://covid19.go.id/p/hoax-buster/salah-kacamat-se-dki-jakarta-menghimbau-untuk-menunda-setiap-rencana-kegiatan-yg-mengumpulnya-massa
2020-08-14,"[SALAH] “Gunakan Bagian Putih Masker Di Luar Saat Tidak Sakit, Gunakan Bagian Biru Masker Di Luar Saat Sakit”",https://covid19.go.id/p/hoax-buster/salah-gunakan-bagian-putih-masker-di-luar-saat-tidak-sakit-gunakan-bagian-biru-masker-di-luar-saat-sakit
2020-08-14,[SALAH] Instruksi Bupati Malang Izinkan Lomba Agustusan dan Kegiatan yang Datangkan Massa,https://covid19.go.id/p/hoax-buster/salah-instruksi-bupati-malang-izinkan-lomba-agustusan-dan-kegiatan-yang-datangkan-massa
2020-08-12,[SALAH] Memakai Masker Dapat Timbulkan Radang Selaput Dada,https://covid19.go.id/p/hoax-buster/salah-memakai-masker-dapat-timbulkan-radang-selaput-dada
2020-08-12,[SALAH] Foto “pandemi flu 1918”,https://covid19.go.id/p/hoax-buster/salah-foto-pandemi-flu-1918
2020-08-11,[SALAH] “Corona adalah hoaks”,https://covid19.go.id/p/hoax-buster/salah-corona-adalah-hoaks
2020-08-11,[SALAH] Surat Edaran Penolakan Rapid Test Majelis Ulama Indonesia,https://covid19.go.id/p/hoax-buster/salah-surat-edaran-penolakan-rapid-test-majelis-ulama-indonesia
2020-08-11,[SALAH] Video Animasi Penyebaran Virus Corona,https://covid19.go.id/p/hoax-buster/salah-video-animasi-penyebaran-virus-corona
2020-08-11,[SALAH] Kanada Sudah Terbebas dari Covid-19,https://covid19.go.id/p/hoax-buster/salah-kanada-sudah-terbebas-dari-covid-19
2020-08-10,[SALAH] Pesan Berantai Kantor Pusat PT Kawan Lama Ditutup Karena Salah Satu Direksi Meninggal dan 10 Orang Karyawan Terpapar Covid-19,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-kantor-pusat-pt-kawan-lama-ditutup-karena-salah-satu-direksi-meninggal-dan-10-orang-karyawan-terpapar-covid-19
2020-08-07,"[SALAH] Foto “1 Agustus 2020, jutaan warga Jerman turun ke jalan menolak kemerdekaannya dirampas dengan dalih virus sepele.”",https://covid19.go.id/p/hoax-buster/salah-foto-1-agustus-2020-jutaan-warga-jerman-turun-ke-jalan-menolak-kemerdekaannya-dirampas-dengan-dalih-virus-sepele
2020-08-07,[SALAH] Pedagang di Pasar Mayestik Meninggal Karena Covid-19,https://covid19.go.id/p/hoax-buster/salah-pedagang-di-pasar-mayestik-meninggal-karena-covid-19
2020-08-07,[SALAH] Pesan Berantai “Sebuah peringatan !! Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker”,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-sebuah-peringatan-sekarang-ada-yang-baru-dan-sedang-terjadi-orang-datang-dari-pintu-ke-pintu-dan-membagikan-masker
2020-08-07,[SALAH] Setiap Hari Puskesmas di Kelapa Gading Rujuk 10 Pasien COVID-19 ke Wisma Atlet,https://covid19.go.id/p/hoax-buster/salah-setiap-hari-puskesmas-di-kelapa-gading-rujuk-10-pasien-covid-19-ke-wisma-atlet
2020-08-07,[SALAH] Seluruh Karyawan Pabrik ESEMKA Terkena Corona Dan Pabrik Diliburkan,https://covid19.go.id/p/hoax-buster/salah-seluruh-karyawan-pabrik-esemka-terkena-corona-dan-pabrik-diliburkan
2020-08-06,[SALAH] Himbauan Dokter Bernard Mahfoudz,https://covid19.go.id/p/hoax-buster/salah-himbauan-dokter-bernard-mahfoudz
2020-08-06,"[SALAH] “99, 9% Tingkat Kesembuhan Covid dan vaksin dengan tingkat efek merugikan 80%”",https://covid19.go.id/p/hoax-buster/salah-99-9-tingkat-kesembuhan-covid-dan-vaksin-dengan-tingkat-efek-merugikan-80
2020-08-06,[SALAH] Video Jokowi Tidak Tahu Penyebab Kasus Corona Tembus 111 Ribu,https://covid19.go.id/p/hoax-buster/salah-video-jokowi-tidak-tahu-penyebab-kasus-corona-tembus-111-ribu
2020-08-04,"[SALAH] Virus ini punya obat Hydroxychloroquine, Zinc dan Zithromax",https://covid19.go.id/p/hoax-buster/salah-virus-ini-punya-obat-hydroxychloroquine-zinc-dan-zithromax
2020-08-04,[SALAH] Foto Presiden Jokowi Bersama Pelawak di Istana Negara Dikaitkan dengan Covid-19,https://covid19.go.id/p/hoax-buster/salah-foto-presiden-jokowi-bersama-pelawak-di-istana-negara-dikaitkan-dengan-covid-19
2020-08-04,[SALAH] Klaim Hadi Pranoto Soal COVID-19,https://covid19.go.id/p/hoax-buster/salah-klaim-hadi-pranoto-soal-covid-19
2020-08-02,"[SALAH] “Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker”",https://covid19.go.id/p/hoax-buster/salah-adidas-menawarkan-3100-sepatu-gratis-t-shirt-dan-masker
2020-08-02,[SALAH] Tangkapan Layar Berita “RK Ajak ABU JANDA Jadi Relawan Uji Vaksin COVID-19 Buatan China”,https://covid19.go.id/p/hoax-buster/salah-tangkapan-layar-berita-rk-ajak-abu-janda-jadi-relawan-uji-vaksin-covid-19-buatan-china
2020-08-02,[SALAH] Jus Jahe dan Lada Hitam Mampu Sembuhkan Covid-19,https://covid19.go.id/p/hoax-buster/salah-jus-jahe-dan-lada-hitam-mampu-sembuhkan-covid-19
2020-08-02,[SALAH] Gambar Peta dengan Narasi “Hari ini Jakarta . Sudah semua Zona merah.. hati 2 ya .. jangan keluar rumah kalau ngak perlu”,https://covid19.go.id/p/hoax-buster/salah-gambar-peta-dengan-narasi-hari-ini-jakarta-sudah-semua-zona-merah-hati-2-ya-jangan-keluar-rumah-kalau-ngak-perlu
2020-08-02,[SALAH] Video “Saksikan Konser Amal Corona Bersama Mike Klepon”,https://covid19.go.id/p/hoax-buster/salah-video-saksikan-konser-amal-corona-bersama-mike-klepon
