tanggal,judul,link
2020-08-02,[SALAH] Fanpage Facebook Bantuan Samsung Pendidikan Adakan Program Bantuan Pendidikan,https://covid19.go.id/p/hoax-buster/salah-fanpage-facebook-bantuan-samsung-pendidikan-adakan-program-bantuan-pendidikan
2020-08-01,[SALAH] Transmart Ditutup Selama 10 Hari Karena Belasan Orang Terpapar Covid-19,https://covid19.go.id/p/hoax-buster/salah-transmart-ditutup-selama-10-hari-karena-belasan-orang-terpapar-covid-19
2020-08-01,"[SALAH] “Nih yang bikin Covid, si jagoan Wall Street (Rockefeller Foundation)”",https://covid19.go.id/p/hoax-buster/salah-nih-yang-bikin-covid-si-jagoan-wall-street-rockefeller-foundation
2020-07-30,[SALAH] China Lakukan Uji Coba Vaksin di Indonesia Karena Kekurangan Monyet,https://covid19.go.id/p/hoax-buster/salah-china-lakukan-uji-coba-vaksin-di-indonesia-karena-kekurangan-monyet
2020-07-30,"[SALAH] Foto “Penipuan para medis, termasuk alat tes suhu di kening, itu alat sinar leser tes suhu kabel demi proyek covit”",https://covid19.go.id/p/hoax-buster/salah-foto-penipuan-para-medis-termasuk-alat-tes-suhu-di-kening-itu-alat-sinar-leser-tes-suhu-kabel-demi-proyek-covit
2020-07-29,[SALAH] Gambar “Pengujian Vaksin Covid-19 Telah Sukses”,https://covid19.go.id/p/hoax-buster/salah-gambar-pengujian-vaksin-covid-19-telah-sukses
2020-07-29,[SALAH] Jokowi Mendapat Silver Button Karena Mencapai 100.000 Kasus Covid,https://covid19.go.id/p/hoax-buster/salah-jokowi-mendapat-silver-button-karena-mencapai-100000-kasus-covid
2020-07-29,[SALAH] Foto Tenaga Medis Merangkai Kata ‘BACOT!’,https://covid19.go.id/p/hoax-buster/salah-foto-tenaga-medis-merangkai-kata-bacot
2020-07-29,[SALAH] “Antena 5G di dalam masker Anda”,https://covid19.go.id/p/hoax-buster/salah-antena-5g-di-dalam-masker-anda
2020-07-28,"[SALAH] “KASAD klarifikasi, anggota TNI di bandung ternyata rata2 membantah Positif kena Covid 19”",https://covid19.go.id/p/hoax-buster/salah-kasad-klarifikasi-anggota-tni-di-bandung-ternyata-rata2-membantah-positif-kena-covid-19
2020-07-28,[SALAH] Awas Hati-hati Apa Yang Disemprotkan FPI Adalah Virus Corona,https://covid19.go.id/p/hoax-buster/salah-awas-hati-hati-apa-yang-disemprotkan-fpi-adalah-virus-corona
2020-07-28,[SALAH] “mayat positif covid 19 dikuburkan masih menggunakan daster (tidak sesuai dgn syariat fardhu kifayah islam)”,https://covid19.go.id/p/hoax-buster/salah-mayat-positif-covid-19-dikuburkan-masih-menggunakan-daster-tidak-sesuai-dgn-syariat-fardhu-kifayah-islam
2020-07-27,[SALAH] “hindari Citos byk karyawannya terpapar covid19. Area citos rawan”,https://covid19.go.id/p/hoax-buster/salah-hindari-citos-byk-karyawannya-terpapar-covid19-area-citos-rawan
2020-07-27,[SALAH] Gambar Jokowi Memanahkan Suntikan ke Ahok dalam Artikel CNBC Indonesia,https://covid19.go.id/p/hoax-buster/salah-gambar-jokowi-memanahkan-suntikan-ke-ahok-dalam-artikel-cnbc-indonesia
2020-07-26,[SALAH] “Indonesia satu2nya negara didunia yang pemerintahnya bahagia merelakan rakyatnya jadi kelinci percobaan vaksin dari china”,https://covid19.go.id/p/hoax-buster/salah-indonesia-satu2nya-negara-didunia-yang-pemerintahnya-bahagia-merelakan-rakyatnya-jadi-kelinci-percobaan-vaksin-dari-china
2020-07-25,[SALAH] Beberapa Dampak Negatif dari Menggunakan Masker,https://covid19.go.id/p/hoax-buster/salah-beberapa-dampak-negatif-dari-menggunakan-masker
2020-07-24,[SALAH] Daftar Perlengkapan Medis di Rumah Untuk Hadapi Covid-19,https://covid19.go.id/p/hoax-buster/salah-daftar-perlengkapan-medis-di-rumah-untuk-hadapi-covid-19
2020-07-22,"[SALAH] 71 Pasien Covid-19 Klaster Hajatan Boyolali Dijemput Petugas, Biaya Dibebankan ke Pemilik Hajatan",https://covid19.go.id/p/hoax-buster/salah-71-pasien-covid-19-klaster-hajatan-boyolali-dijemput-petugas-biaya-dibebankan-ke-pemilik-hajatan
2020-07-21,[SALAH] Kondisi Jenazah Korban Covid-19 Di Rumah Sakit Osmania India,https://covid19.go.id/p/hoax-buster/salah-kondisi-jenazah-korban-covid-19-di-rumah-sakit-osmania-india
2020-07-21,"[SALAH] “Takut Dibunuh, Ahli Virus China Kabur ke AS: Saya Bersaksi Covid-19 Hasil Persekongkolan Jahat”",https://covid19.go.id/p/hoax-buster/salah-takut-dibunuh-ahli-virus-china-kabur-ke-saya-bersaksi-covid-19-hasil-persekongkolan-jahat
2020-07-20,"[SALAH] “DAHSYATNYA FITNAH CORONA, ketakutan para elit global akan kebangkitan umat Islam”",https://covid19.go.id/p/hoax-buster/salah-dahsyatnya-fitnah-corona-ketakutan-para-elit-global-akan-kebangkitan-umat-islam
2020-07-20,[SALAH] Laser dari termometer gun akan merusak struktur otak,https://covid19.go.id/p/hoax-buster/salah-laser-dari-termometer-gun-akan-merusak-struktur-otak
2020-07-19,[SALAH] Pesan Berantai Adidas Berikan Masker,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-adidas-berikan-masker
2020-07-18,[SALAH] Instruksi Gubernur DKI Jakarta Penilangan Untuk yang Tidak Bermasker Melalui Pikobar,https://covid19.go.id/p/hoax-buster/salah-instruksi-gubernur-dki-jakarta-penilangan-untuk-yang-tidak-bermasker-melalui-pikobar
2020-07-17,[SALAH] Covid-19 Tidak Murni Sebabkan Kematian,https://covid19.go.id/p/hoax-buster/salah-covid-19-tidak-murni-sebabkan-kematian
2020-07-17,[SALAH] “Instruksi Gubernur Jateng tentang penilangan bagi yg tidak bermasker di muka umum Rp.150.000 menggunakan e-tilang Via apps PIKOBAR”,https://covid19.go.id/p/hoax-buster/salah-instruksi-gubernur-jateng-tentang-penilangan-bagi-yg-tidak-bermasker-di-muka-umum-rp150000-menggunakan-e-tilang-apps-pikobar
2020-07-16,"[SALAH] Foto “Barack Obama, Anthony Fauci dan Melinda Gates mengunjungi ‘pabrik coronavirus’ Laboratorium Cina Wuhan tahun 2015”",https://covid19.go.id/p/hoax-buster/salah-foto-barack-obama-anthony-fauci-dan-melinda-gates-mengunjungi-pabrik-coronavirus-laboratorium-cina-wuhan-tahun-2015
2020-07-16,[SALAH] Beberapa RSUD Di Jakarta dan Depok Ditutup Karena Karyawan Positif Covid-19,https://covid19.go.id/p/hoax-buster/salah-beberapa-rsud-di-jakarta-dan-depok-ditutup-karena-karyawan-positif-covid-19
2020-07-13,[SALAH] Pedagang di Pasar Segiri Positif Covid-19,https://covid19.go.id/p/hoax-buster/salah-pedagang-di-pasar-segiri-positif-covid-19
2020-07-13,[SALAH] Nasi Padang Menjadi Sumber Penularan Covid-19,https://covid19.go.id/p/hoax-buster/salah-nasi-padang-menjadi-sumber-penularan-covid-19
2020-07-12,[SALAH] “Video pembuangan jenazah-jenazah korban Covid-19 di laut Meksiko”,https://covid19.go.id/p/hoax-buster/salah-video-pembuangan-jenazah-jenazah-korban-covid-19-di-laut-meksiko
2020-07-11,[SALAH] Video Doa Imam Besar Masjidil Haram Mekah Assyeikh Sudais terhadap Musibah Virus Corona,https://covid19.go.id/p/hoax-buster/salah-video-doa-imam-besar-masjidil-haram-mekah-assyeikh-sudais-terhadap-musibah-virus-corona
2020-07-11,"[SALAH] Video “Didemo rakyat, KETUA WAKIL RAKYAT DAN EMAKNYA ngga berani mongol malah GOYANG CORONA”",https://covid19.go.id/p/hoax-buster/salah-video-didemo-rakyat-ketua-wakil-rakyat-dan-emaknya-ngga-berani-mongol-malah-goyang-corona
2020-07-10,[SALAH] Risma Sujud ke IDI Karena Warga Surabaya Tidak Diterima Di RSUD Dr Soetomo,https://covid19.go.id/p/hoax-buster/salah-risma-sujud-ke-idi-karena-warga-surabaya-tidak-diterima-di-rsud-dr-soetomo
2020-07-08,[SALAH] “Dirut RSUI bersama 2 Direktur RSUI lainnya dan 10 staff RSUI saat ini dirawat di RSUI terkena Covid”,https://covid19.go.id/p/hoax-buster/salah-dirut-rsui-bersama-2-direktur-rsui-lainnya-dan-10-staff-rsui-saat-ini-dirawat-di-rsui-terkena-covid
2020-07-07,[SALAH] Video “Raja Thailand dan Istrinya bersholawat agar Corona hilang dari Dunia dan negeri ini.”,https://covid19.go.id/p/hoax-buster/salah-video-raja-thailand-dan-istrinya-bersholawat-agar-corona-hilang-dari-dunia-dan-negeri-ini
2020-07-07,[SALAH] “Aktor Javed Haider menjual sayuran karena tidak ada pekerjaan akibat pandemi #COVID19”,https://covid19.go.id/p/hoax-buster/salah-aktor-javed-haider-menjual-sayuran-karena-tidak-ada-pekerjaan-akibat-pandemi-covid19
2020-07-06,[SALAH] Tenaga Medis di Sampang Sengaja Sebarkan Corona Dengan Disuntik,https://covid19.go.id/p/hoax-buster/salah-tenaga-medis-di-sampang-sengaja-sebarkan-corona-dengan-disuntik
2020-07-05,[SALAH] Gambar Tangkapan Layar Berita Viva.co.id Berjudul “Kementan Produksi Massal Kalung Antivirus Corona Bulan Depan” Dengan Foto Headline Kalung Bertaring,https://covid19.go.id/p/hoax-buster/salah-gambar-tangkapan-layar-berita-vivacoid-berjudul-kementan-produksi-massal-kalung-antivirus-corona-bulan-depan-dengan-foto-headline-kalung-bertaring
2020-07-05,"[SALAH] “SEHARI SETELAH DILAKUKAN RAPID TEST COVID-19 KEPADA PARA SANTRI DI KUDUS, 1.000 SANTRI TAK SADARKAN DIRI”",https://covid19.go.id/p/hoax-buster/salah-sehari-setelah-dilakukan-rapid-test-covid-19-kepada-para-santri-di-kudus-1000-santri-tak-sadarkan-diri
2020-07-04,[SALAH] Video “rumah sakit terkenal di Brazil kosong padahal katanya ada 5000 orang yang positif corona”,https://covid19.go.id/p/hoax-buster/salah-video-rumah-sakit-terkenal-di-brazil-kosong-padahal-katanya-ada-5000-orang-yang-positif-corona
2020-07-03,[SALAH] Desain Helm Covid-19 Pada Kompetisi NFL,https://covid19.go.id/p/hoax-buster/salah-desain-helm-covid-19-pada-kompetisi-nfl
2020-07-01,[SALAH] Video “Benarkah COVID ada??”,https://covid19.go.id/p/hoax-buster/salah-video-benarkah-covid-ada
2020-06-28,[SALAH] Video “ini demo di Amerika. saat ini di masa pandemik #COVIDー19”,https://covid19.go.id/p/hoax-buster/salah-video-ini-demo-di-amerika-saat-ini-di-masa-pandemik-covid19
2020-06-27,[SALAH] Workshop Peningkatan Kapasitas Pemerintah Daerah oleh Pusbindiklatren Bappenas,https://covid19.go.id/p/hoax-buster/salah-workshop-peningkatan-kapasitas-pemerintah-daerah-oleh-pusbindiklatren-bappenas
2020-06-27,[SALAH] Pria Meninggal Jantungnya Kekurangan Oksigen Karena Menggunakan Masker,https://covid19.go.id/p/hoax-buster/salah-pria-meninggal-jantungnya-kekurangan-oksigen-karena-menggunakan-masker
2020-06-25,"[SALAH] Tak Perlu Ikut Rapid Test, Mencium Bau Cuka Bisa Deteksi Seseorang Terkena Covid-19 Atau Tidak",https://covid19.go.id/p/hoax-buster/salah-tak-perlu-ikut-rapid-test-mencium-bau-cuka-bisa-deteksi-seseorang-terkena-covid-19-atau-tidak
2020-06-25,"[SALAH] Ruang Perawatan Covid di Riau Penuh, Warga Wajib di Rumah Selama Dua Minggu",https://covid19.go.id/p/hoax-buster/salah-ruang-perawatan-covid-di-riau-penuh-warga-wajib-di-rumah-selama-dua-minggu
2020-06-24,"[SALAH] Peta Kasus Covid DKI “DKI kembali Zona Merah, Bogor Zona Hitam”",https://covid19.go.id/p/hoax-buster/salah-peta-kasus-covid-dki-dki-kembali-zona-merah-bogor-zona-hitam
2020-06-23,"[SALAH] “New Fatwa ‘Sholat Tanpa Wudhu Tanpa Tayamum’ Dari Mbah Kakung,Yang Akan Di Keluarkan Untuk Rakyat Negeri +62”",https://covid19.go.id/p/hoax-buster/salah-new-fatwa-sholat-tanpa-wudhu-tanpa-tayamum-dari-mbah-kakungyang-akan-di-keluarkan-untuk-rakyat-negeri-62
2020-06-23,[SALAH] Dokter RSAL Surabaya Meninggal akibat Covid-19,https://covid19.go.id/p/hoax-buster/salah-dokter-rsal-surabaya-meninggal-akibat-covid-19
2020-06-22,[SALAH] Denda Rp250 Ribu Saat Razia Masker Tanggal 22 Juni 2020,https://covid19.go.id/p/hoax-buster/salah-denda-rp250-ribu-saat-razia-masker-tanggal-22-juni-2020
2020-06-22,[SALAH] “corona virus sudah viral di iqro”,https://covid19.go.id/p/hoax-buster/salah-corona-virus-sudah-viral-di-iqro
2020-06-22,[SALAH] Denda Rp250 Ribu Saat Razia Masker Tanggal 22 Juni 2020,https://covid19.go.id/p/hoax-buster/salah-denda-rp250-ribu-saat-razia-masker-tanggal-22-juni-2020
2020-06-21,"[SALAH] “Menurut laporan WHO, Corona Virus adalah yang paling banyak bertahan di lapisan kubis”",https://covid19.go.id/p/hoax-buster/salah-menurut-laporan-who-corona-virus-adalah-yang-paling-banyak-bertahan-di-lapisan-kubis
2020-06-20,[SALAH] “dokter gigi di Surabaya stres telanjang di jalan karena suaminya dan anaknya mati kena covid”,https://covid19.go.id/p/hoax-buster/salah-dokter-gigi-di-surabaya-stres-telanjang-di-jalan-karena-suaminya-dan-anaknya-mati-kena-covid
2020-06-19,[SALAH] Alhamdulillah Akhirnya Aceh Bisa Berangkat Haji Tanpa Melalui Indonesia,https://covid19.go.id/p/hoax-buster/salah-alhamdulillah-akhirnya-aceh-bisa-berangkat-haji-tanpa-melalui-indonesia
2020-06-19,[SALAH] “bupati Luwu Utara terbaring di RS karena terjatuh dari motornya waktu antar BanSos COvid-19”,https://covid19.go.id/p/hoax-buster/salah-bupati-luwu-utara-terbaring-di-rs-karena-terjatuh-dari-motornya-waktu-antar-bansos-covid-19
2020-06-18,[SALAH] “sakitnya apa di diagnosa nya covid”,https://covid19.go.id/p/hoax-buster/salah-sakitnya-apa-di-diagnosa-nya-covid
2020-06-17,[SALAH] Servis Mobil Gratis “Suzuki Peduli Covid s.id/SuzukiPeduliCovid”,https://covid19.go.id/p/hoax-buster/salah-servis-mobil-gratis-suzuki-peduli-covid-sidsuzukipedulicovid
2020-06-17,[SALAH] “Ternyata ini tujuan masuk mall pakai barcode”,https://covid19.go.id/p/hoax-buster/salah-ternyata-ini-tujuan-masuk-mall-pakai-barcode
2020-06-17,[SALAH] Video Detik-Detik Jembatan Wuhan Runtuh,https://covid19.go.id/p/hoax-buster/salah-video-detik-detik-jembatan-wuhan-runtuh
2020-06-16,"[SALAH] Bapak Ibu Meninggal Karena Covid-19, 5 Bersaudara Menunggu Diadopsi",https://covid19.go.id/p/hoax-buster/salah-bapak-ibu-meninggal-karena-covid-19-5-bersaudara-menunggu-diadopsi
2020-06-14,[SALAH] Petinju Manny Pacman Bagi-bagi Hadiah Saat Pandemi,https://covid19.go.id/p/hoax-buster/salah-petinju-manny-pacman-bagi-bagi-hadiah-saat-pandemi
2020-06-11,[SALAH] 30 Pembantu Baru Positif Corona di Penjaringan,https://covid19.go.id/p/hoax-buster/salah-30-pembantu-baru-positif-corona-di-penjaringan
2020-06-11,[SALAH] “Penggunaan masker yang berkepanjangan mengakibatkan hipoksia.”,https://covid19.go.id/p/hoax-buster/salah-penggunaan-masker-yang-berkepanjangan-mengakibatkan-hipoksia
2020-06-11,"[SALAH] “KABAR GEMBIRA Menag Fachrul Razi Tarik Ucapannya, Ibadah Haji 2020 Bisa Dilaksanakan, Ini Syaratnya”",https://covid19.go.id/p/hoax-buster/salah-kabar-gembira-menag-fachrul-razi-tarik-ucapannya-ibadah-haji-2020-bisa-dilaksanakan-ini-syaratnya
2020-06-11,[SALAH] “Gubernur Jakarta Anies Baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan COVID-19”,https://covid19.go.id/p/hoax-buster/salah-gubernur-jakarta-anies-baswedan-mendapat-penghargaan-terbaik-di-seluruh-dunia-dalam-penanganan-covid-19
2020-06-11,[SALAH] 30 Pembantu Baru Positif Corona di Penjaringan,https://covid19.go.id/p/hoax-buster/salah-30-pembantu-baru-positif-corona-di-penjaringan
2020-06-11,[SALAH] “Anies Kembali Izinkan Diskotik dan Pantai Pijat Buka di Jakarta”,https://covid19.go.id/p/hoax-buster/salah-anies-kembali-izinkan-diskotik-dan-pantai-pijat-buka-di-jakarta
2020-06-10,[SALAH] “Heboh! Pernyataan Dokter Indonesia Soal Covid”,https://covid19.go.id/p/hoax-buster/salah-heboh-pernyataan-dokter-indonesia-soal-covid
2020-06-10,"[SALAH] “Pemprov DKI Tunaikan Janji Bansos, Netizen Tagih Janji Ganjar Bagi Sembako di DKI”",https://covid19.go.id/p/hoax-buster/salah-pemprov-dki-tunaikan-janji-bansos-netizen-tagih-janji-ganjar-bagi-sembako-di-dki
2020-06-08,[SALAH] Foto Kondisi Tenggorokan Pasien Positif Covid-19,https://covid19.go.id/p/hoax-buster/salah-foto-kondisi-tenggorokan-pasien-positif-covid-19
2020-06-08,[SALAH] Video “DI BALIK COVID-19/CORONA TERNYATA ISI NYA SUDAH HABIS”,https://covid19.go.id/p/hoax-buster/salah-video-di-balik-covid-19corona-ternyata-isi-nya-sudah-habis
2020-06-08,[SALAH] Wapres: Ikhlaskan Saja Dana Haji Dipakai Pemerintah Agar Kalian Masuk Surga,https://covid19.go.id/p/hoax-buster/salah-wapres-ikhlaskan-saja-dana-haji-dipakai-pemerintah-agar-kalian-masuk-surga
2020-06-06,[SALAH] “Corona Virus adalah BOHONG. bukan dari Virus tapi dari Bakteri. semua ini diketahui oleh negara Itali”,https://covid19.go.id/p/hoax-buster/salah-corona-virus-adalah-bohong-bukan-dari-virus-tapi-dari-bakteri-semua-ini-diketahui-oleh-negara-itali
2020-06-06,[SALAH] Zona Hitam Surabaya,https://covid19.go.id/p/hoax-buster/salah-zona-hitam-surabaya
2020-06-03,[SALAH] Seorang Pesepeda Meninggal Di Monas Akibat Kehabisan Oksigen Karena Memakai Masker,https://covid19.go.id/p/hoax-buster/salah-seorang-pesepeda-meninggal-di-monas-akibat-kehabisan-oksigen-karena-memakai-masker
2020-06-02,[SALAH] “Jgn lewat tenggiri gg 12.. ada 12 org yg kena sekeluarga”,https://covid19.go.id/p/hoax-buster/salah-jgn-lewat-tenggiri-gg-12-ada-12-org-yg-kena-sekeluarga
2020-06-02,"[SALAH] Petugas Rapid Test Jarang Mengganti Sarung Tangan, Bisa Tularkan Covid-19 dari Pasien Sebelumnya",https://covid19.go.id/p/hoax-buster/salah-petugas-rapid-test-jarang-mengganti-sarung-tangan-bisa-tularkan-covid-19-dari-pasien-sebelumnya
2020-06-02,[SALAH] Foto “Sekarang malesiya sapu habis penduduk asing…”,https://covid19.go.id/p/hoax-buster/salah-foto-sekarang-malesiya-sapu-habis-penduduk-asing
2020-06-02,[SALAH] Pasien Covid-19 di Cimahi Kabur Dari Rumah Sakit,https://covid19.go.id/p/hoax-buster/salah-pasien-covid-19-di-cimahi-kabur-dari-rumah-sakit
2020-06-01,[SALAH] Dwayne Johnson “The Rock” Bagikan Uang Bantuan Corona Kepada 10.000 Pengguna Facebook,https://covid19.go.id/p/hoax-buster/salah-dwayne-johnson-rock-bagikan-uang-bantuan-corona-kepada-10000-pengguna-facebook
2020-05-30,[SALAH] Usia 50 ke Atas Dilarang Masuk Mal Hingga Makan di Kafe pada Fase New Normal,https://covid19.go.id/p/hoax-buster/salah-usia-50-ke-atas-dilarang-masuk-mal-hingga-makan-di-kafe-pada-fase-new-normal
2020-05-30,"[SALAH] Dari DR. Ir. Hj. Sri Nurdiati, Dekan FMIPA IPB : “Banyak Yang Tidak Tahu: Ini Rahasia Imunitas Tubuh”",https://covid19.go.id/p/hoax-buster/salah-dari-dr-ir-hj-sri-nurdiati-dekan-fmipa-ipb-banyak-yang-tidak-tahu-ini-rahasia-imunitas-tubuh
2020-05-29,[SALAH] Tulisan Aa Gym “PERJUANGAN KITA MENAHAN DIRI DIRUMAH AJA DI HIANATI LAGI”,https://covid19.go.id/p/hoax-buster/salah-tulisan-aa-gym-perjuangan-kita-menahan-diri-dirumah-aja-di-hianati-lagi
2020-05-29,[SALAH] Pembatasan Sosial Jakarta-Bandung Sudah Tidak Diterapkan Lagi,https://covid19.go.id/p/hoax-buster/salah-pembatasan-sosial-jakarta-bandung-sudah-tidak-diterapkan-lagi
2020-05-28,[SALAH] DIY Menjadi Daerah Percontohan Untuk New Normal,https://covid19.go.id/p/hoax-buster/salah-diy-menjadi-daerah-percontohan-untuk-new-normal
2020-05-28,[SALAH] Campuran Garam dan Air Hangat Mampu Hilangkan Virus Corona,https://covid19.go.id/p/hoax-buster/salah-campuran-garam-dan-air-hangat-mampu-hilangkan-virus-corona
2020-05-28,[SALAH] “warga Puruk cahu murung raya desa mangkuhui positif covid-19 kabur”,https://covid19.go.id/p/hoax-buster/salah-warga-puruk-cahu-murung-raya-desa-mangkuhui-positif-covid-19-kabur
2020-05-27,[SALAH] Video “Kisah pilu dari ITALY IBU nya meninggal pasien COVID-19”,https://covid19.go.id/p/hoax-buster/salah-video-kisah-pilu-dari-italy-ibu-nya-meninggal-pasien-covid-19
2020-05-27,[SALAH] “Hari ini 2 kasir Chandra karang dinyatakan positive Covid 19”,https://covid19.go.id/p/hoax-buster/salah-hari-ini-2-kasir-chandra-karang-dinyatakan-positive-covid-19
2020-05-27,"[SALAH] “Di Italia, ketika gereja dibuka kembali, hampir semua jemaatnya sudah meninggal karena COVID”",https://covid19.go.id/p/hoax-buster/salah-di-italia-ketika-gereja-dibuka-kembali-hampir-semua-jemaatnya-sudah-meninggal-karena-covid
2020-05-26,[SALAH] PBB Tak Beri Bantuan Covid-19 Bagi Negara Yang Tidak Legalkan Aborsi,https://covid19.go.id/p/hoax-buster/salah-pbb-tak-beri-bantuan-covid-19-bagi-negara-yang-tidak-legalkan-aborsi
2020-05-26,[SALAH] “Italia mengalahkan COVID-19 “Koagulasi intravaskular diseminata” (Trombosis)”,https://covid19.go.id/p/hoax-buster/salah-italia-mengalahkan-covid-19-koagulasi-intravaskular-diseminata-trombosis
2020-05-26,"[SALAH] Buntut Penerapan PSBB di Palembang, Batas Operasional Akses Hingga Pukul 14.00",https://covid19.go.id/p/hoax-buster/salah-buntut-penerapan-psbb-di-palembang-batas-operasional-akses-hingga-pukul-1400
2020-05-26,[SALAH] “KRN PEMERINTAHNYA NGEYEL & RAKYATNYA BANDEL AKHIRNYA INDONESIA DILOCKDOWN DUNIA”,https://covid19.go.id/p/hoax-buster/salah-krn-pemerintahnya-ngeyel-rakyatnya-bandel-akhirnya-indonesia-dilockdown-dunia
2020-05-25,[SALAH] “kadus dihakimi warga sampai babak belur akibat pembagian sembako corona tidak tepat sasaran”,https://covid19.go.id/p/hoax-buster/salah-kadus-dihakimi-warga-sampai-babak-belur-akibat-pembagian-sembako-corona-tidak-tepat-sasaran
2020-05-25,[SALAH] Voucher Dua Pizza Besar Domino’s Pizza Selama Masa Pandemi Corona,https://covid19.go.id/p/hoax-buster/salah-voucher-dua-pizza-besar-dominos-pizza-selama-masa-pandemi-corona
2020-05-25,[SALAH] Surat “Seruan Siaga 1” Majelis Ulama Indonesia,https://covid19.go.id/p/hoax-buster/salah-surat-seruan-siaga-1-majelis-ulama-indonesia
2020-05-22,[SALAH] Foto “FBI Menangkap Bill Gates Karena Terorisme Biologis”,https://covid19.go.id/p/hoax-buster/salah-foto-fbi-menangkap-bill-gates-karena-terorisme-biologis
2020-05-22,[SALAH] Sekeluarga Terinfeksi Covid-19 Setelah Menghadiri Acara Ulang Tahun,https://covid19.go.id/p/hoax-buster/salah-sekeluarga-terinfeksi-covid-19-setelah-menghadiri-acara-ulang-tahun
2020-05-21,[SALAH] Video “Tanah abang penuh bray”,https://covid19.go.id/p/hoax-buster/salah-video-tanah-abang-penuh-bray
2020-05-21,"[SALAH] Video “TKA CHINA MASUK PALEMBANG DENGAN APD LENGKAP, BIAR DIKIRA NAKES!?!?”",https://covid19.go.id/p/hoax-buster/salah-video-tka-china-masuk-palembang-dengan-apd-lengkap-biar-dikira-nakes
2020-05-21,"[SALAH] “Bukannya memotong gajinya untuk mereka para tim medis, malah memotong tunjangan para tim medis.”",https://covid19.go.id/p/hoax-buster/salah-bukannya-memotong-gajinya-untuk-mereka-para-tim-medis-malah-memotong-tunjangan-para-tim-medis
2020-05-19,[SALAH] “majalah Italia tahun 1962 menggambarkan yang akan terjadi pada 2022”,https://covid19.go.id/p/hoax-buster/salah-majalah-italia-tahun-1962-menggambarkan-yang-akan-terjadi-pada-2022
2020-05-19,"[SALAH] Golden Swalayan Jadi Klaster Baru Covid-19, Warga Wajib Lapor RT Jika Ingin Berkunjung",https://covid19.go.id/p/hoax-buster/salah-golden-swalayan-jadi-klaster-baru-covid-19-warga-wajib-lapor-rt-jika-ingin-berkunjung
2020-05-19,[SALAH] Program Mudik Sehat PSBB 2020 Oleh Big Bird,https://covid19.go.id/p/hoax-buster/salah-program-mudik-sehat-psbb-2020-oleh-big-bird
2020-05-19,[SALAH] Manager Giant Pal 6 Banjarmasin Meninggal Kena Covid-19,https://covid19.go.id/p/hoax-buster/salah-manager-giant-pal-6-banjarmasin-meninggal-kena-covid-19
2020-05-19,[SALAH] Video “Masjid/ mushola ditutup tpi knp ngadain konser cuk”,https://covid19.go.id/p/hoax-buster/salah-video-masjid-mushola-ditutup-tpi-knp-ngadain-konser-cuk
2020-05-19,[SALAH] Rapid Test Di Bandara Soekarno-Hatta Bayar Rp550 Ribu,https://covid19.go.id/p/hoax-buster/salah-rapid-test-di-bandara-soekarno-hatta-bayar-rp550-ribu
2020-05-18,[SALAH] “Pemerintah Takkan Umumkan Lagi Kasus Positif Covid-19”,https://covid19.go.id/p/hoax-buster/salah-pemerintah-takkan-umumkan-lagi-kasus-positif-covid-19
2020-05-18,[SALAH] Pasien Covid-19 Meninggal di Rumah Sakit Manaf Kota Jambi,https://covid19.go.id/p/hoax-buster/salah-pasien-covid-19-meninggal-di-rumah-sakit-manaf-kota-jambi
2020-05-18,[SALAH] “penerimaan sampel COVID-19 di BBTKLPP Jakarta akan libur pada Hari Raya Idul Fitri”,https://covid19.go.id/p/hoax-buster/salah-penerimaan-sampel-covid-19-di-bbtklpp-jakarta-akan-libur-pada-hari-raya-idul-fitri
2020-05-18,"[SALAH] “15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19”",https://covid19.go.id/p/hoax-buster/salah-15-hari-sembuh-menhub-budi-karya-kembali-dinyatakan-positif-covid-19
2020-05-18,[SALAH] “Katanya jaga jarak mutusin matarantai eh kok konser malah rame dan doi datang lagi”,https://covid19.go.id/p/hoax-buster/salah-katanya-jaga-jarak-mutusin-matarantai-eh-kok-konser-malah-rame-dan-doi-datang-lagi
2020-05-18,[SALAH] Pesan Berantai “Ganjar Pranowo Bolehkan Warga Jawa Tengah Salat Idul Fitri”,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-ganjar-pranowo-bolehkan-warga-jawa-tengah-salat-idul-fitri
2020-05-17,[SALAH] Surat Libur Pembelajaran Jarak Jauh Hari Idul Fitri Tanggal 18 Mei s.d.1 Juni 2020 DKI Jakarta,https://covid19.go.id/p/hoax-buster/salah-surat-libur-pembelajaran-jarak-jauh-hari-idul-fitri-tanggal-18-mei-sd1-juni-2020-dki-jakarta
2020-05-17,[SALAH] Lowongan Sukarelawan Covid-19 RSUD Dr. Soetomo Surabaya,https://covid19.go.id/p/hoax-buster/salah-lowongan-sukarelawan-covid-19-rsud-dr-soetomo-surabaya
2020-05-17,[SALAH] Foto “Naik pesawat? Bebaaassss INDONESIA terserah lu ajah”,https://covid19.go.id/p/hoax-buster/salah-foto-naik-pesawat-bebaaassss-indonesia-terserah-lu-ajah
